publisher,genres,price,developer,release_date
"SEGA, Feral Interactive (Mac)",['Strategy'],2.99,"The Creative Assembly,Feral Interactive (Mac)",2010-05-05
PlayFirst,['Casual'],6.99,Sarbakan,2008-12-31
PlayFirst,['Casual'],6.99,PlayFirst,2009-09-24
PlayFirst,['Casual'],6.99,Absolutist Ltd.,2009-07-27
PlayFirst,['Casual'],6.99,PlayFirst,2007-10-19
PlayFirst,['Casual'],6.99,PlayFirst,2009-12-24
PlayFirst,['Casual'],6.99,PlayFirst,2010-03-19
PlayFirst,['Casual'],6.99,PlayFirst,2008-02-11
PlayFirst,['Casual'],6.99,PlayFirst,2007-12-31
PlayFirst,['Casual'],6.99,PlayFirst,2009-12-21
"Konami Digital Entertainment, Inc., Konami Digital Entertainment GmbH","['Action', 'Adventure', 'Casual']",9.99,G5 Entertainment,2010-05-07
"Konami Digital Entertainment, Inc., Konami Digital Entertainment GmbH","['Action', 'Adventure']",14.99,Climax Studios,2010-05-11
Muse Games,"['Action', 'Indie']",4.99,Muse Games,2010-05-12
Merge Games,['Casual'],4.99,Ideas Pad,2010-05-28
Ubisoft,"['Action', 'Adventure']",19.99,Ubisoft,2010-06-08
Kalypso Media Digital,"['Casual', 'Indie']",4.99,Kokakiki,2010-05-28
SEGA,['Action'],2.99,SEGA,2010-06-01
SEGA,['Action'],2.99,SEGA,2010-06-01
SEGA,"['Action', 'Adventure', 'Casual', 'RPG']",61.99,D3T Limited,2010-06-01
SEGA,['Action'],2.99,SEGA,2010-06-01
SEGA,['Action'],2.99,SEGA,2010-06-01
SEGA,['Strategy'],2.99,SEGA,2010-06-01
SEGA,['Action'],2.99,SEGA,2010-06-01
SEGA,['Action'],2.99,SEGA,2010-06-01
SEGA,['Action'],2.99,SEGA,2010-06-01
SEGA,['Action'],2.99,SEGA,2010-06-01
SEGA,['Action'],2.99,SEGA,2010-06-01
SEGA,"['Action', 'RPG']",14.99,Obsidian Entertainment,2010-06-01
Team17 Digital Ltd,['Action'],9.99,Team17 Software Ltd.,2010-06-03
Bethesda Softworks,['RPG'],4.99,Bethesda Game Studios,2010-07-16
Hidden Path Entertainment,"['Strategy', 'Indie']",0.99,Hidden Path Entertainment,2010-06-02
Bethesda Softworks,['RPG'],4.99,Bethesda Game Studios,2010-07-16
Bethesda Softworks,['RPG'],4.99,Bethesda Game Studios,2010-07-16
Bethesda Softworks,['RPG'],4.99,Bethesda Game Studios,2010-07-16
Valve,['Action'],Free,Valve,2010-07-19
Bethesda Softworks,['RPG'],4.99,Bethesda Game Studios,2010-07-16
"Electronic Arts, Aspyr (Mac)","['Simulation', 'Strategy']",19.99,"EA - Maxis,Aspyr (Mac)",2003-09-22
Kalypso Media Digital,"['Strategy', 'RPG']",14.99,"Akella,.dat",2010-07-16
"Arcen Games, LLC","['Casual', 'Indie']",4.99,"Arcen Games, LLC",2010-07-16
Strategy First,"['Action', 'Casual', 'Indie']",9.99,Invent4 Entertainment,2010-07-19
Ubisoft,['Strategy'],3.99,Blue Byte,2010-07-21
Strategy First,['RPG'],9.99,Dagger Games,2008-12-08
Square Enix,['Action'],9.99,IO Interactive,2010-08-17
THQ Nordic,"['Simulation', 'Strategy']",9.99,Rune Forge,2010-07-28
Paradox Interactive,['Strategy'],0.99,Paradox Interactive,2010-07-26
N3V Games,['Simulation'],19.99,N3V Games,2010-08-06
1C Company,['Strategy'],4.99,Ino-Co,2010-08-06
"2K Games, Feral Interactive (Mac)",['Action'],29.99,"2K Czech,Feral Interactive (Mac)",2011-03-22
Dovetail Games - Trains,['Simulation'],4.99,Dovetail Games,2010-08-06
"Namco Networks America, Inc.","['RPG', 'Casual']",9.99,Infinite Interactive,2010-08-12
P2 Games,['Action'],9.99,doublesix,2010-08-12
Playbrains,['Indie'],1.99,Playbrains,2010-08-16
Playbrains,['Indie'],1.99,Playbrains,2010-08-16
Playbrains,['Indie'],1.99,Playbrains,2010-08-16
Playbrains,['Indie'],2.99,Playbrains,2010-08-16
Paradox Interactive,['Strategy'],9.99,Paradox Development Studio,2010-08-20
Paradox Interactive,['Simulation'],19.99,VStep,2010-08-27
Team17 Digital Ltd,['Strategy'],19.99,Team17 Digital Ltd,2010-08-26
Factus Games,"['Indie', 'Simulation', 'Strategy']",14.99,Muzzy Lane Software,2010-06-22
Bohemia Interactive,"['Action', 'Simulation', 'Strategy']",8.99,Bohemia Interactive,2010-08-27
Paradox Interactive,['Strategy'],19.99,Paradox Development Studio,2010-08-30
Playbrains,['Indie'],1.99,Playbrains,2010-08-16
"SQUARE ENIX, Eidos Interactive",['Action'],5.99,IO Interactive,2010-08-31
"SQUARE ENIX, Eidos Interactive",['Action'],1.99,IO Interactive,2010-08-31
N3V Games,['Simulation'],19.99,N3V Games,2010-09-01
"SQUARE ENIX, Eidos Interactive",['Action'],2.99,IO Interactive,2010-08-31
GSC World Publishing,['Strategy'],4.99,GSC Game World,2002-11-01
Revolution Software Ltd,['Adventure'],5.99,Revolution Software Ltd,2010-09-02
OneBigGame,['Casual'],4.99,Zoë Mode,2010-09-06
"2K Games, Feral Interactive (Mac)",['Action'],9.99,"2K Czech,Feral Interactive (Mac)",2010-09-06
CI Games,['Action'],1.99,City Interactive,2010-09-08
Terry Cavanagh,"['Action', 'Indie']",4.99,Terry Cavanagh,2010-09-07
Ubisoft,['Strategy'],3.99,Blue Byte,2010-09-08
Frictional Games,"['Action', 'Adventure', 'Indie']",19.99,Frictional Games,2010-09-08
Carpe Fulgur LLC,"['RPG', 'Indie']",19.99,EasyGameStation,2010-09-10
Dedication Games,"['Action', 'Casual', 'Indie']",3.99,Dedication Games,2010-08-19
SEGA,"['Action', 'Simulation']",2.99,SEGA,2010-09-13
SEGA,['Action'],2.99,SEGA,2010-09-13
exosyphen studios,['Simulation'],4.99,exosyphen studios,2010-09-14
exosyphen studios,"['Indie', 'Simulation']",4.99,exosyphen studios,2010-09-14
Subsoap,"['Casual', 'Indie']",9.99,Subsoap,2010-09-17
Kalypso Media Digital,['Strategy'],14.99,Gaming Minds Studios,2010-09-17
SEGA,['Action'],2.99,SEGA,2010-09-13
1C Company,"['RPG', 'Strategy']",14.99,Katauri Interactive,2010-09-17
Dovetail Games - Trains,['Simulation'],4.99,Dovetail Games,2010-09-17
"2K Games, Aspyr (Mac, Linux)",['Strategy'],29.99,"Firaxis Games,Aspyr (Mac, Linux)",2010-09-21
Nitro Games,['Strategy'],4.99,Nitro Games,2010-09-21
Devolver Digital,"['Action', 'Indie']",9.99,Croteam,2002-02-05
Blind Mind Studios,"['Indie', 'Strategy']",9.99,Blind Mind Studios,2010-09-20
Krome Studios,"['Action', 'Adventure']",2.99,Krome Studios,2010-09-22
Team17 Digital Ltd,['Action'],9.99,Team17 Digital Ltd,2010-09-22
THQ Nordic,"['Action', 'Adventure']",19.99,Vigil Games,2010-09-23
Egosoft,"['Simulation', 'Strategy']",4.99,Egosoft,1999-07-01
Paradox Interactive,['Strategy'],9.99,NeoCoreGames,2010-10-08
NCsoft,"['Action', 'RPG', 'Massively Multiplayer']",19.99,ArenaNet®,2007-08-31
Egosoft,"['Simulation', 'Strategy']",4.99,Egosoft,2000-06-01
Paradox Interactive,"['RPG', 'Strategy']",9.99,Triumph Studios,Oct 2010
Youdagames,"['Adventure', 'Casual', 'Simulation']",7.99,I Sioux Game Productions B.V.,2010-10-11
Youdagames,"['Adventure', 'Casual', 'Indie', 'Simulation']",14.99,I Sioux Game Productions B.V.,2010-10-11
Paradox Interactive,"['RPG', 'Strategy']",9.99,Triumph Studios,Oct 2010
Paradox Interactive,"['RPG', 'Strategy']",5.99,Triumph Studios,Oct 2010
Electronic Arts,['Action'],19.99,Electronic Arts,2010-10-12
Headup Games,"['Indie', 'RPG', 'Strategy']",9.99,"Headup Games,Silent Dreams",2010-10-15
Capcom,"['Action', 'Adventure']",19.99,"CAPCOM CO., LTD.",2010-10-15
Stickmen Studios,"['Adventure', 'Casual', 'Indie']",4.99,Stickmen Studios,2010-10-15
Bethesda Softworks,"['Action', 'RPG']",9.99,Obsidian Entertainment,2010-10-19
Dmytry Lavrov,"['Action', 'Casual', 'Indie']",6.99,Dmytry Lavrov,2010-10-15
Wadjet Eye Games,"['Adventure', 'Indie']",4.99,Ivy Games,2010-10-22
Noumenon Games,"['Indie', 'Racing']",9.99,Noumenon Games,2010-10-25
"2K Games, Aspyr (Mac, Linux)",['Strategy'],4.99,"Firaxis Games,Aspyr (Mac, Linux)",2010-10-25
Electronic Arts,"['Action', 'Indie', 'RPG']",14.99,Hothead Games,2010-10-25
SEGA,"['Action', 'Simulation']",2.99,SEGA,2010-10-26
SEGA,['Casual'],2.99,SEGA,2010-10-26
SEGA,['RPG'],2.99,SEGA,2010-10-26
SEGA,['Action'],2.99,SEGA,2010-10-26
SEGA,"['Action', 'Adventure']",4.99,SEGA,2010-10-26
SEGA,['Adventure'],2.99,SEGA,2010-10-26
SEGA,['Action'],2.99,SEGA,2010-10-26
SEGA,['Action'],2.99,SEGA,2010-10-26
Klei Entertainment,"['Action', 'Indie']",9.99,Klei Entertainment,2010-10-25
Tripwire Interactive,"['Action', 'Adventure', 'Indie']",9.99,Teotl Studios,2010-10-26
"LucasArts, Lucasfilm, Disney Interactive",['Action'],19.99,Aspyr Studios,2010-10-26
Firemint,"['Action', 'Casual']",4.99,Firemint,2010-11-18
Kalypso Media Digital,"['RPG', 'Simulation', 'Strategy']",4.99,Ascaron Entertainment ltd.,2010-11-18
Gaijin Games,"['Action', 'Casual', 'Indie']",9.99,Gaijin Games,2010-11-02
1C Company,"['Simulation', 'Strategy']",1.99,1C Company,2010-11-02
Nitro Games,['Casual'],4.99,Nitro Games,2010-11-02
Tomkorp Computer Solutions Inc.,"['Adventure', 'Indie']",4.99,Tomkorp Computer Solutions Inc.,2010-11-18
Paradox Interactive,['Strategy'],1.99,Paradox Interactive,2010-11-02
"Square Enix, Eidos Interactive",['Action'],3.99,Double Helix Games,2010-11-02
Bohemia Interactive,['Action'],9.99,Centauri Production,2010-11-05
Bohemia Interactive,['Casual'],6.99,Centauri Production,2009-10-01
Bohemia Interactive,['Adventure'],12.99,Centauri Production,2010-11-03
Bohemia Interactive,"['Casual', 'Indie']",4.99,Altar Games,2007-04-05
React Games,"['Strategy', 'Indie']",9.99,React Games,2010-11-02
Activision,['Action'],39.99,Treyarch,2010-11-09
Sonic Boom Games,"['Indie', 'Casual']",0.99,Sonic Boom Games,2010-11-09
Oddworld Inhabitants,"['Action', 'Adventure', 'Strategy']",4.99,Oddworld Inhabitants,2010-12-20
Sonic Boom Games,"['Indie', 'Casual']",1.99,Sonic Boom Games,2010-11-09
Oddworld Inhabitants,"['Action', 'Adventure', 'Strategy']",9.99,Oddworld Inhabitants,2010-12-20
Zero Rock Entertainment,"['Casual', 'Indie']",4.99,"Ntreev Soft Co., Ltd.",2010-12-23
Telltale Games,['Adventure'],19.99,Telltale Games,2010-12-23
Rockstar Games,['Action'],9.99,Rockstar Games,2002-05-21
Rockstar Games,['Action'],14.99,Rockstar Games,2005-06-06
Square Enix,"['Action', 'Adventure']",3.49,Crystal Dynamics Inc.,2011-01-07
Square Enix,"['Action', 'Adventure']",3.49,Crystal Dynamics Inc.,2011-01-07
Square Enix,"['Action', 'Adventure']",3.49,Crystal Dynamics,2011-01-07
Square Enix,"['Action', 'Adventure']",3.49,Crystal Dynamics Inc.,2011-01-07
Rockstar Games,['Action'],9.99,Rockstar Games,2003-05-13
Ubisoft,"['Action', 'Indie']",9.99,Brightside Games,2011-01-12
"Extend Studio, ORiGO GAMES","['Action', 'Indie']",4.99,Extend Studio,2011-01-20
BlueGiant Interactive,"['Action', 'Indie', 'Strategy']",14.99,BlueGiant Interactive,2011-01-20
Electronic Arts,['Action'],19.99,Visceral Games,2011-01-25
Big Fish Games,"['Adventure', 'Casual']",9.99,Big Fish Studios,2011-01-19
Libredia,['Adventure'],4.99,Cateia Games,2011-01-20
Uber Entertainment,"['Action', 'Strategy', 'Indie', 'Sports']",4.99,Uber Entertainment,2011-01-24
MumboJumbo,"['Action', 'Adventure', 'Casual']",9.99,MumboJumbo,2011-01-25
SEGA,['Action'],2.99,SEGA,2011-01-26
SEGA,['RPG'],2.99,SEGA,2011-01-26
SEGA,['RPG'],2.99,SEGA,2011-01-26
SEGA,['RPG'],2.99,SEGA,2011-01-26
SEGA,['Action'],2.99,SEGA,2011-01-26
SEGA,['Adventure'],4.99,SEGA,2011-01-26
SEGA,['Action'],2.99,SEGA,2011-01-26
SEGA,"['Action', 'Adventure']",4.99,SEGA,2011-01-26
SEGA,['Action'],2.99,SEGA,2011-01-26
SEGA,['RPG'],2.99,SEGA,2011-01-26
SEGA,['RPG'],2.99,SEGA,2011-01-26
Electronic Arts,['Simulation'],19.99,The Sims Studio,2009-06-02
Paradox Interactive,['Simulation'],3.99,VStep,2011-01-26
Electronic Arts,['Simulation'],19.99,The Sims Studio,2010-09-07
Electronic Arts,['Simulation'],19.99,The Sims Studio,2009-11-17
Electronic Arts,['Simulation'],19.99,The Sims Studio,2010-10-26
Electronic Arts,['Simulation'],19.99,The Sims Studio,2010-06-02
Electronic Arts,['Simulation'],19.99,The Sims Studio,2010-02-02
LoadComplete,"['Casual', 'Indie']",4.99,Trinoteam,2011-01-27
"Namco Networks America, Inc.",['Casual'],14.99,Virtual Prophecy Entertainment,2011-01-28
Electronic Arts,['Simulation'],19.99,The Sims Studio,2011-02-01
Kalypso Media Digital,"['Action', 'Casual', 'Indie']",5.99,Mediatonic,2011-01-31
Cyan Worlds,"['Adventure', 'Casual']",5.99,Cyan Worlds,2011-02-02
Petroglyph,['Strategy'],2.99,Petroglyph,2011-02-01
"Topware Interactive, ACE",['RPG'],19.99,Reality Pump Studios,2011-02-03
Atari,['Racing'],19.99,Eden Studios,Feb 2011
Paradox Interactive,['RPG'],3.99,NeoCoreGames,2011-02-03
Positech Games,"['Strategy', 'Indie', 'Simulation']",6.99,Positech Games,2011-02-11
Paradox Interactive,['Strategy'],3.99,NeoCoreGames,2011-02-09
Kalypso Media Digital,"['RPG', 'Strategy']",9.99,Realmforge Studios,2011-02-10
"Arcen Games, LLC","['Indie', 'Strategy']",4.99,"Arcen Games, LLC",2011-02-14
Valusoft,['RPG'],19.99,DTP,2011-01-11
Electronic Arts,['Strategy'],9.99,Stainless Games,2011-03-08
Viva Media,"['Casual', 'Strategy']",4.99,Fakt Software,2011-03-11
Gaijin Games,"['Action', 'Indie']",9.99,Gaijin Games,2011-02-28
Deep Silver,['Action'],19.99,"Kaos Studios,Digital Extremes",2011-03-14
Red Redemption,"['Casual', 'Indie', 'Simulation', 'Strategy']",9.99,Red Redemption,2011-02-28
Copenhagen Game Productions,['Indie'],2.99,Copenhagen Game Collective,2011-02-28
"SEGA, Feral Interactive (Mac/Linux)",['Strategy'],0.99,"Relic Entertainment,Feral Interactive (Mac/Linux)",2011-02-28
"SEGA, Feral Interactive (Mac/Linux)",['Strategy'],2.99,"Relic Entertainment,Feral Interactive (Mac/Linux)",2011-02-28
"SEGA, Feral interactive (Mac/Linux)",['Strategy'],0.99,"Relic Entertainment,Feral interactive (Mac/Linux)",2011-02-28
"SEGA, Feral interactive (Mac/Linux)",['Strategy'],0.99,"Relic Entertainment,Feral interactive (Mac/Linux)",2011-02-28
Trion Worlds,"['Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play,Trion Worlds,2013-10-24
"SEGA, Feral Interactive (Mac/Linux)",['Strategy'],29.99,"Relic Entertainment,Feral Interactive (Mac/Linux)",2011-02-28
Stout Games,"['Indie', 'Casual']",3.99,Stout Games,2011-03-01
"SEGA, Feral Interactive (Mac/Linux)",['Strategy'],2.99,"Relic Entertainment,Feral Interactive (Mac/Linux)",2011-02-28
Viva Media,['Action'],9.99,Black Lion Studios,2011-04-05
Paradox Interactive,['Simulation'],3.99,Colossal Order Ltd.,2011-04-05
Paradox Interactive,['Simulation'],3.99,VStep,2011-04-05
"SEGA, Feral Interactive (Mac/Linux)",['Strategy'],6.99,"Relic Entertainment,Feral Interactive (Mac/Linux)",2011-04-06
SimBin,['Racing'],3.99,SimBin,2011-04-08
11 bit studios,"['Action', 'Indie', 'Strategy']",9.99,11 bit studios,2011-04-08
Iceberg Interactive,['Strategy'],14.99,Ntronium Games,2010-06-10
Paradox Interactive,['Strategy'],9.99,Martin Ivanov,2011-04-08
Kalypso Media Digital,"['Strategy', 'RPG']",3.99,Realmforge Studios,2011-04-11
800 North and Digital Ranch,"['Action', 'Indie']",9.99,800 North and Digital Ranch,2011-04-08
Kalypso Media Digital,['Strategy'],9.99,Gaming Minds Studios,2011-04-11
Valve,"['Action', 'Adventure']",19.99,Valve,2011-04-18
Paradox Interactive,"['Action', 'RPG']",4.99,Arrowhead Game Studios,2011-04-12
Coffee Stain Publishing,"['Action', 'Casual', 'Indie', 'Strategy']",9.99,Coffee Stain Studios,2011-04-15
Paradox Interactive,['Strategy'],19.99,1C:InoCo,2011-04-19
"SEGA, Feral Interactive (Mac/Linux)",['Strategy'],2.99,"Relic Entertainment,Feral Interactive (Mac/Linux)",2011-05-26
"SEGA, Feral Interactive (Mac/Linux)",['Strategy'],9.99,"Relic Entertainment,Feral Interactive (Mac/Linux)",2011-04-20
"SEGA, Feral Interactive (Mac/Linux)",['Strategy'],2.99,"Relic Entertainment,Feral Interactive (Mac/Linux)",2011-05-26
Mode 7,"['Indie', 'Strategy']",24.99,Mode 7,2011-05-26
"SEGA, Feral Interactive (Mac/Linux)",['Strategy'],2.99,"Relic Entertainment,Feral Interactive (Mac/Linux)",2011-05-26
inner seas,"['Adventure', 'Indie', 'RPG']",4.99,inner seas,2011-05-27
Bethesda Softworks,"['Action', 'Adventure']",4.99,inXile Entertainment,2011-05-30
Fatshark,"['Adventure', 'Casual', 'Indie']",9.99,Fatshark,2011-05-31
Electronic Arts,['Simulation'],19.99,The Sims Studio,2011-05-31
Paradox Interactive,['Simulation'],5.99,Colossal Order Ltd.,2011-05-31
Paradox Interactive,"['Action', 'RPG']",0.99,Arrowhead Game Studios,2011-05-31
Atari,"['Action', 'Adventure']",1.99,Behaviour,2011-06-01
Microids,['Adventure'],7.99,Microids,2009-08-10
Microids,['Adventure'],7.99,Microids,2005-06-06
Activision,['Action'],14.99,Treyarch,2011-06-02
Square Enix,"['Action', 'RPG']",14.99,Obsidian Entertainment,2011-06-20
2K Games,['Action'],19.99,Gearbox Software,2011-06-13
En Masse Entertainment,"['Action', 'Free to Play']",Free to Play,Red Duck Inc.,2011-06-14
Perfect World Entertainment,"['Free to Play', 'Massively Multiplayer', 'RPG']",Free to Play,Cryptic Studios,2009-09-01
Three Donkeys LLC,['Strategy'],9.99,"Apus Software,Three Donkeys LLC",2011-06-13
Paradox Interactive,['Simulation'],3.99,Colossal Order Ltd.,2011-06-14
Topware Interactive,['Strategy'],9.99,Reality Pump Studios,2011-06-14
Peter Brinson and Kurosh ValaNejad,['Indie'],Free,Peter Brinson and Kurosh ValaNejad,2011-06-15
Wizards of the Coast LLC,['Strategy'],19.99,Stainless Games Ltd,2011-06-15
NinjaBee.com,"['Indie', 'Casual']",9.99,Bacon Wrapped Games,2011-05-20
Cold Beam Games,"['Action', 'Casual', 'Indie']",4.99,Cold Beam Games,2011-06-16
Mode 7,"['Strategy', 'Indie']",5.99,Mode 7,2011-06-16
Murudai,"['Indie', 'Casual']",9.99,Murudai,2011-06-17
Strategy First,['Strategy'],9.99,Totem Games,2011-06-21
Strategy First,['Strategy'],9.99,Totem games,2011-06-21
Paradox Interactive,"['Action', 'RPG']",2.99,Arrowhead Game Studios,2011-06-21
Strategy First,['Strategy'],9.99,Totem Games,2011-06-21
Warner Bros. Interactive Entertainment,['Action'],19.99,Day 1 Studios,2011-06-21
Paradox Interactive,"['Action', 'RPG']",1.99,Arrowhead Game Studios,2011-06-21
Paradox Interactive,"['Action', 'RPG']",1.99,Arrowhead Game Studios,2011-06-21
N3V Games,['Simulation'],19.99,N3V Games,2011-06-22
Paradox Interactive,"['Action', 'RPG']",1.99,Arrowhead Game Studios,2011-06-21
Paradox Interactive,['Strategy'],1.99,Paradox Interactive,2011-06-23
Atari,"['Action', 'RPG']",14.99,Bedlam Games,2011-06-24
SimBin,['Racing'],3.99,SimBin,2011-06-23
Giants Software,['Simulation'],6.99,Giants Software,2011-06-24
Paradox Interactive,['Strategy'],1.99,Paradox Interactive,2011-06-23
Paradox Interactive,['Strategy'],4.99,Paradox Development Studio,2011-06-28
Team17 Digital Ltd,['Strategy'],4.99,Team17 Digital Ltd,2011-06-30
Team17 Digital Ltd,['Strategy'],4.99,Team17 Digital Ltd,2011-06-30
Team17 Digital Ltd,['Strategy'],4.99,Team17 Digital Ltd,2011-06-30
Kalypso Media Digital,"['Strategy', 'RPG']",2.99,Realmforge Studios,2011-07-01
Team17 Digital Ltd,['Strategy'],4.99,Team17 Digital Ltd,2011-06-30
Telltale Games,"['Adventure', 'Casual']",9.99,Telltale Games,2011-06-30
Tripwire Interactive,['Action'],7.99,Tripwire Interactive,2011-07-02
Slitherine Ltd.,['Strategy'],3.99,Ageod,2011-07-18
Secret Base,"['Action', 'Adventure', 'Indie']",0.99,Secret Base,2011-07-18
Bethesda Softworks,"['Action', 'RPG']",4.99,Obsidian Entertainment,2011-07-18
"SEGA, Feral Interactive (Mac/Linux)",['Strategy'],6.99,"Relic Entertainment,Feral Interactive (Mac/Linux)",2011-07-19
YeaBoing,"['Indie', 'Casual']",4.99,YeaBoing,2011-07-19
Dovetail Games - Trains,['Simulation'],8.99,Dovetail Games,2011-07-19
Crytek GmbH,['Action'],0.99,"Kaos Studios,Digital Extremes",2011-07-21
Mystic Box,"['Adventure', 'Indie', 'RPG']",9.99,Mystic Box,2011-07-20
"1C Company, 1C-SoftClub",['Strategy'],1.99,Digitalmindsoft,2011-07-21
"Dejobaan Games, LLC","['Action', 'Indie']",1.99,"Dejobaan Games, LLC",2011-07-22
Lunar Giant Studios,"['Adventure', 'Strategy', 'RPG', 'Indie']",0.99,Lunar Giant,2011-07-22
ORiGO GAMES,"['Action', 'Indie']",0.99,Extend Studio,2011-07-22
Paradox Interactive,['Simulation'],2.99,Colossal Order Ltd.,2011-07-22
HeR Interactive,['Adventure'],6.99,HeR Interactive,2010-08-24
Bohemia Interactive,"['Action', 'Simulation', 'Strategy']",4.99,Bohemia Interactive,2011-08-08
Zachtronics,"['Casual', 'Indie']",1.99,Zachtronics,2011-07-22
Kalypso Media Digital,"['Simulation', 'Strategy']",14.99,Haemimont Games,2011-09-01
HeR Interactive,['Adventure'],6.99,HeR Interactive,2011-06-28
HeR Interactive,['Adventure'],6.99,HeR Interactive,2010-06-29
Total Eclipse,"['Indie', 'Casual']",6.99,Total Eclipse,2011-08-10
Slitherine Ltd.,['Strategy'],3.99,Ageod,2011-08-10
Two Tribes Publishing,"['Action', 'Indie']",6.99,Two Tribes,2011-08-11
"2K Games, Aspyr (Mac, Linux)",['Strategy'],4.99,"Firaxis Games,Aspyr (Mac, Linux)",2011-08-11
"2K Games, Aspyr (Mac, Linux)",['Strategy'],4.99,"Firaxis Games,Aspyr (Mac, Linux)",2011-08-11
Coffee Stain Publishing,['Indie'],9.99,Coffee Stain Studios,2011-08-12
exosyphen studios,['Indie'],4.99,exosyphen studios,2011-08-15
MinMax Games Ltd.,"['Action', 'Indie', 'RPG', 'Strategy']",9.99,MinMax Games Ltd.,2011-08-15
Atari,['Action'],3.99,TimeGate Studios,2011-08-16
Atari,['Action'],2.99,TimeGate Studios,2011-08-16
Atari,['Action'],3.99,TimeGate Studios,2011-08-16
"SEGA, Feral Interactive (Mac/Linux)",['Strategy'],6.99,"Relic Entertainment,Feral Interactive (Mac/Linux)",2011-08-16
Bethesda Softworks,"['Action', 'RPG']",4.99,Obsidian Entertainment,2011-09-20
Three Rings,"['Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Free to Play,Three Rings,2011-08-31
Hothead Games,"['Action', 'Adventure', 'RPG']",14.99,Hothead Games,2011-08-31
SEGA,['Action'],29.99,Relic,2011-09-05
"1C Company, 1C-SoftClub",['Strategy'],7.99,1C Company,2011-09-08
